# Time (s)	Gamma
    3641.1	    0.0901
    3641.4	    0.0901
    3641.7	    0.0901
    3642.0	    0.0901
    3642.3	    0.0900
    3642.6	    0.0900
    3642.9	    0.0900
    3643.2	    0.0900
    3643.5	    0.0899
    3643.8	    0.0899
    3644.1	    0.0899
    3644.4	    0.0899
    3644.7	    0.0899
    3645.0	    0.0899
    3645.3	    0.0898
    3645.6	    0.0898
    3645.9	    0.0898
    3646.2	    0.0898
    3646.5	    0.0898
    3646.8	    0.0898
    3647.1	    0.0898
    3647.4	    0.0898
    3647.7	    0.0897
    3648.0	    0.0897
    3648.3	    0.0897
    3648.6	    0.0897
    3648.9	    0.0897
    3649.2	    0.0897
    3649.5	    0.0896
    3649.8	    0.0896
    3650.1	    0.0896
    3650.4	    0.0896
    3650.7	    0.0895
    3651.0	    0.0895
    3651.3	    0.0895
    3651.6	    0.0895
    3651.9	    0.0895
    3652.2	    0.0895
    3652.5	    0.0895
    3652.8	    0.0895
    3653.1	    0.0895
    3653.4	    0.0895
    3653.7	    0.0894
    3654.0	    0.0894
    3654.3	    0.0894
    3654.6	    0.0894
    3654.9	    0.0894
    3655.2	    0.0893
    3655.5	    0.0893
    3655.8	    0.0893
    3656.1	    0.0893
    3656.4	    0.0893
    3656.7	    0.0893
    3657.0	    0.0893
    3657.3	    0.0893
    3657.6	    0.0893
    3657.9	    0.0893
    3658.2	    0.0893
    3658.5	    0.0892
    3658.8	    0.0892
    3659.1	    0.0892
    3659.4	    0.0892
    3659.7	    0.0892
    3660.0	    0.0892
    3660.3	    0.0891
    3660.6	    0.0891
    3660.9	    0.0891
    3661.2	    0.0891
    3661.5	    0.0891
    3661.8	    0.0891
    3662.1	    0.0891
    3662.4	    0.0891
    3662.7	    0.0890
    3663.0	    0.0890
    3663.3	    0.0890
    3663.6	    0.0890
    3663.9	    0.0890
    3664.2	    0.0890
    3664.5	    0.0890
    3664.8	    0.0890
    3665.1	    0.0890
    3665.4	    0.0889
    3665.7	    0.0889
    3666.0	    0.0889
    3666.3	    0.0889
    3666.6	    0.0889
    3666.9	    0.0889
    3667.2	    0.0889
    3667.5	    0.0889
    3667.8	    0.0889
    3668.1	    0.0889
    3668.4	    0.0888
    3668.7	    0.0888
    3669.0	    0.0888
    3669.3	    0.0888
    3669.6	    0.0888
    3669.9	    0.0888
    3670.2	    0.0888
    3670.5	    0.0888
    3670.8	    0.0888
    3671.1	    0.0888
    3671.4	    0.0888
    3671.7	    0.0888
    3672.0	    0.0888
    3672.3	    0.0887
    3672.6	    0.0887
    3672.9	    0.0887
    3673.2	    0.0887
    3673.5	    0.0887
    3673.8	    0.0887
    3674.1	    0.0887
    3674.4	    0.0887
    3674.7	    0.0887
    3675.0	    0.0887
    3675.3	    0.0886
    3675.6	    0.0886
    3675.9	    0.0886
    3676.2	    0.0886
    3676.5	    0.0886
    3676.8	    0.0886
    3677.1	    0.0886
    3677.4	    0.0886
    3677.7	    0.0885
    3678.0	    0.0885
    3678.3	    0.0885
    3678.6	    0.0885
    3678.9	    0.0885
    3679.2	    0.0885
    3679.5	    0.0885
    3679.8	    0.0885
    3680.1	    0.0885
    3680.4	    0.0885
    3680.7	    0.0885
    3681.0	    0.0885
    3681.3	    0.0885
    3681.6	    0.0885
    3681.9	    0.0885
    3682.2	    0.0885
    3682.5	    0.0884
    3682.8	    0.0884
    3683.1	    0.0884
    3683.4	    0.0884
    3683.7	    0.0884
    3684.0	    0.0884
    3684.3	    0.0884
    3684.6	    0.0884
    3684.9	    0.0884
    3685.2	    0.0884
    3685.5	    0.0884
    3685.8	    0.0883
    3686.1	    0.0883
    3686.4	    0.0883
    3686.7	    0.0883
    3687.0	    0.0883
    3687.3	    0.0883
    3687.6	    0.0883
    3687.9	    0.0883
    3688.2	    0.0883
    3688.5	    0.0883
    3688.8	    0.0883
    3689.1	    0.0883
    3689.4	    0.0883
    3689.7	    0.0883
    3690.0	    0.0883
    3690.3	    0.0883
    3690.6	    0.0883
    3690.9	    0.0883
    3691.2	    0.0883
    3691.5	    0.0882
    3691.8	    0.0882
    3692.1	    0.0882
    3692.4	    0.0882
    3692.7	    0.0882
    3693.0	    0.0882
    3693.3	    0.0882
    3693.6	    0.0882
    3693.9	    0.0882
    3694.2	    0.0882
    3694.5	    0.0882
    3694.8	    0.0882
    3695.1	    0.0882
    3695.4	    0.0882
    3695.7	    0.0881
    3696.0	    0.0881
    3696.3	    0.0881
    3696.6	    0.0881
    3696.9	    0.0881
    3697.2	    0.0881
    3697.5	    0.0881
    3697.8	    0.0881
    3698.1	    0.0881
    3698.4	    0.0881
    3698.7	    0.0881
    3699.0	    0.0881
    3699.3	    0.0881
    3699.6	    0.0881
    3699.9	    0.0881
    3700.2	    0.0881
    3700.5	    0.0881
    3700.8	    0.0881
    3701.1	    0.0881
    3701.4	    0.0881
    3701.7	    0.0881
    3702.0	    0.0881
    3702.3	    0.0881
    3702.6	    0.0880
    3702.9	    0.0880
    3703.2	    0.0880
    3703.5	    0.0880
    3703.8	    0.0880
    3704.1	    0.0880
    3704.4	    0.0880
    3704.7	    0.0880
    3705.0	    0.0880
    3705.3	    0.0880
    3705.6	    0.0880
    3705.9	    0.0880
    3706.2	    0.0879
    3706.5	    0.0879
    3706.8	    0.0879
    3707.1	    0.0879
    3707.4	    0.0879
    3707.7	    0.0879
    3708.0	    0.0879
    3708.3	    0.0879
    3708.6	    0.0879
    3708.9	    0.0879
    3709.2	    0.0879
    3709.5	    0.0879
    3709.8	    0.0879
    3710.1	    0.0879
    3710.4	    0.0879
    3710.7	    0.0879
    3711.0	    0.0879
    3711.3	    0.0879
    3711.6	    0.0879
    3711.9	    0.0878
    3712.2	    0.0878
    3712.5	    0.0878
    3712.8	    0.0878
    3713.1	    0.0878
    3713.4	    0.0878
    3713.7	    0.0878
    3714.0	    0.0878
    3714.3	    0.0878
    3714.6	    0.0878
    3714.9	    0.0878
    3715.2	    0.0878
    3715.5	    0.0878
    3715.8	    0.0878
    3716.1	    0.0878
    3716.4	    0.0878
    3716.7	    0.0878
    3717.0	    0.0878
    3717.3	    0.0877
    3717.6	    0.0877
    3717.9	    0.0877
    3718.2	    0.0877
    3718.5	    0.0877
    3718.8	    0.0877
    3719.1	    0.0877
    3719.4	    0.0877
    3719.7	    0.0877
    3720.0	    0.0878
    3720.3	    0.0877
    3720.6	    0.0877
    3720.9	    0.0877
    3721.2	    0.0877
    3721.5	    0.0877
    3721.8	    0.0877
    3722.1	    0.0877
    3722.4	    0.0877
    3722.7	    0.0877
    3723.0	    0.0877
    3723.3	    0.0877
    3723.6	    0.0877
    3723.9	    0.0877
    3724.2	    0.0877
    3724.5	    0.0877
    3724.8	    0.0877
    3725.1	    0.0877
    3725.4	    0.0877
    3725.7	    0.0877
    3726.0	    0.0877
    3726.3	    0.0877
    3726.6	    0.0877
    3726.9	    0.0877
    3727.2	    0.0877
    3727.5	    0.0877
    3727.8	    0.0877
    3728.1	    0.0876
    3728.4	    0.0876
    3728.7	    0.0876
    3729.0	    0.0876
    3729.3	    0.0876
    3729.6	    0.0876
    3729.9	    0.0876
    3730.2	    0.0876
    3730.5	    0.0876
    3730.8	    0.0876
    3731.1	    0.0876
    3731.4	    0.0876
    3731.7	    0.0876
    3732.0	    0.0876
    3732.3	    0.0876
    3732.6	    0.0876
    3732.9	    0.0876
    3733.2	    0.0876
    3733.5	    0.0876
    3733.8	    0.0876
    3734.1	    0.0876
    3734.4	    0.0875
    3734.7	    0.0875
    3735.0	    0.0875
    3735.3	    0.0876
    3735.6	    0.0876
    3735.9	    0.0876
    3736.2	    0.0875
    3736.5	    0.0875
    3736.8	    0.0875
    3737.1	    0.0875
    3737.4	    0.0875
    3737.7	    0.0875
    3738.0	    0.0875
    3738.3	    0.0875
    3738.6	    0.0875
    3738.9	    0.0875
    3739.2	    0.0875
    3739.5	    0.0875
    3739.8	    0.0875
    3740.1	    0.0875
    3740.4	    0.0875
    3740.7	    0.0875
    3741.0	    0.0875
    3741.3	    0.0874
    3741.6	    0.0874
    3741.9	    0.0874
    3742.2	    0.0874
    3742.5	    0.0874
    3742.8	    0.0874
    3743.1	    0.0874
    3743.4	    0.0874
    3743.7	    0.0874
    3744.0	    0.0874
    3744.3	    0.0874
    3744.6	    0.0874
    3744.9	    0.0874
    3745.2	    0.0874
    3745.5	    0.0874
    3745.8	    0.0874
    3746.1	    0.0874
    3746.4	    0.0874
    3746.7	    0.0874
    3747.0	    0.0874
    3747.3	    0.0874
    3747.6	    0.0874
    3747.9	    0.0874
    3748.2	    0.0874
    3748.5	    0.0874
    3748.8	    0.0874
    3749.1	    0.0874
    3749.4	    0.0874
    3749.7	    0.0874
    3750.0	    0.0874
    3750.3	    0.0874
    3750.6	    0.0874
    3750.9	    0.0874
    3751.2	    0.0874
    3751.5	    0.0874
    3751.8	    0.0874
    3752.1	    0.0873
    3752.4	    0.0873
    3752.7	    0.0873
    3753.0	    0.0873
    3753.3	    0.0873
    3753.6	    0.0873
    3753.9	    0.0873
    3754.2	    0.0873
    3754.5	    0.0873
    3754.8	    0.0873
    3755.1	    0.0873
    3755.4	    0.0873
    3755.7	    0.0873
    3756.0	    0.0873
    3756.3	    0.0873
    3756.6	    0.0873
    3756.9	    0.0873
    3757.2	    0.0873
    3757.5	    0.0873
    3757.8	    0.0873
    3758.1	    0.0873
    3758.4	    0.0873
    3758.7	    0.0873
    3759.0	    0.0873
    3759.3	    0.0873
    3759.6	    0.0873
    3759.9	    0.0872
    3760.2	    0.0872
    3760.5	    0.0872
    3760.8	    0.0872
    3761.1	    0.0872
    3761.4	    0.0872
    3761.7	    0.0872
    3762.0	    0.0872
    3762.3	    0.0872
    3762.6	    0.0872
    3762.9	    0.0872
    3763.2	    0.0872
    3763.5	    0.0872
    3763.8	    0.0872
    3764.1	    0.0872
    3764.4	    0.0872
    3764.7	    0.0872
    3765.0	    0.0872
    3765.3	    0.0872
    3765.6	    0.0872
    3765.9	    0.0872
    3766.2	    0.0872
    3766.5	    0.0872
    3766.8	    0.0872
    3767.1	    0.0872
    3767.4	    0.0872
    3767.7	    0.0872
    3768.0	    0.0872
    3768.3	    0.0872
    3768.6	    0.0872
    3768.9	    0.0872
    3769.2	    0.0872
    3769.5	    0.0871
    3769.8	    0.0871
    3770.1	    0.0871
    3770.4	    0.0871
    3770.7	    0.0871
    3771.0	    0.0871
    3771.3	    0.0871
    3771.6	    0.0871
    3771.9	    0.0871
    3772.2	    0.0871
    3772.5	    0.0871
    3772.8	    0.0871
    3773.1	    0.0871
    3773.4	    0.0871
    3773.7	    0.0871
    3774.0	    0.0871
    3774.3	    0.0871
    3774.6	    0.0871
    3774.9	    0.0871
    3775.2	    0.0871
    3775.5	    0.0871
    3775.8	    0.0871
    3776.1	    0.0871
    3776.4	    0.0871
    3776.7	    0.0871
    3777.0	    0.0871
    3777.3	    0.0871
    3777.6	    0.0870
    3777.9	    0.0870
    3778.2	    0.0870
    3778.5	    0.0870
    3778.8	    0.0870
    3779.1	    0.0870
    3779.4	    0.0870
    3779.7	    0.0870
    3780.0	    0.0870
    3780.3	    0.0870
    3780.6	    0.0870
    3780.9	    0.0870
    3781.2	    0.0870
    3781.5	    0.0870
    3781.8	    0.0870
    3782.1	    0.0870
    3782.4	    0.0870
    3782.7	    0.0870
    3783.0	    0.0870
    3783.3	    0.0870
    3783.6	    0.0870
    3783.9	    0.0870
    3784.2	    0.0870
    3784.5	    0.0870
    3784.8	    0.0870
    3785.1	    0.0870
    3785.4	    0.0870
    3785.7	    0.0870
    3786.0	    0.0870
    3786.3	    0.0870
    3786.6	    0.0870
    3786.9	    0.0870
    3787.2	    0.0870
    3787.5	    0.0870
    3787.8	    0.0870
    3788.1	    0.0870
    3788.4	    0.0870
    3788.7	    0.0870
    3789.0	    0.0870
    3789.3	    0.0870
    3789.6	    0.0870
    3789.9	    0.0870
    3790.2	    0.0870
    3790.5	    0.0870
    3790.8	    0.0870
    3791.1	    0.0870
    3791.4	    0.0869
    3791.7	    0.0869
    3792.0	    0.0869
    3792.3	    0.0870
    3792.6	    0.0870
    3792.9	    0.0870
    3793.2	    0.0869
    3793.5	    0.0869
    3793.8	    0.0869
    3794.1	    0.0869
    3794.4	    0.0869
    3794.7	    0.0869
    3795.0	    0.0869
    3795.3	    0.0869
    3795.6	    0.0869
    3795.9	    0.0869
    3796.2	    0.0869
    3796.5	    0.0869
    3796.8	    0.0869
    3797.1	    0.0869
    3797.4	    0.0869
    3797.7	    0.0869
    3798.0	    0.0869
    3798.3	    0.0869
    3798.6	    0.0869
    3798.9	    0.0869
    3799.2	    0.0869
    3799.5	    0.0869
    3799.8	    0.0869
    3800.1	    0.0869
    3800.4	    0.0869
    3800.7	    0.0869
    3801.0	    0.0869
    3801.3	    0.0869
    3801.6	    0.0869
    3801.9	    0.0869
    3802.2	    0.0868
    3802.5	    0.0869
    3802.8	    0.0869
    3803.1	    0.0868
    3803.4	    0.0868
    3803.7	    0.0868
    3804.0	    0.0868
    3804.3	    0.0868
    3804.6	    0.0868
    3804.9	    0.0868
    3805.2	    0.0868
    3805.5	    0.0868
    3805.8	    0.0868
    3806.1	    0.0868
    3806.4	    0.0868
    3806.7	    0.0868
    3807.0	    0.0868
    3807.3	    0.0868
    3807.6	    0.0868
    3807.9	    0.0868
    3808.2	    0.0868
    3808.5	    0.0868
    3808.8	    0.0868
    3809.1	    0.0868
    3809.4	    0.0868
    3809.7	    0.0868
    3810.0	    0.0868
    3810.3	    0.0868
    3810.6	    0.0868
    3810.9	    0.0868
    3811.2	    0.0868
    3811.5	    0.0868
    3811.8	    0.0868
    3812.1	    0.0868
    3812.4	    0.0868
    3812.7	    0.0868
    3813.0	    0.0868
    3813.3	    0.0868
    3813.6	    0.0868
    3813.9	    0.0868
    3814.2	    0.0867
    3814.5	    0.0867
    3814.8	    0.0867
    3815.1	    0.0867
    3815.4	    0.0867
    3815.7	    0.0867
    3816.0	    0.0868
    3816.3	    0.0868
    3816.6	    0.0868
    3816.9	    0.0868
    3817.2	    0.0868
    3817.5	    0.0868
    3817.8	    0.0868
    3818.1	    0.0868
    3818.4	    0.0867
    3818.7	    0.0867
    3819.0	    0.0867
    3819.3	    0.0867
    3819.6	    0.0867
    3819.9	    0.0867
    3820.2	    0.0867
    3820.5	    0.0867
    3820.8	    0.0867
    3821.1	    0.0867
    3821.4	    0.0867
    3821.7	    0.0867
    3822.0	    0.0867
    3822.3	    0.0867
    3822.6	    0.0867
    3822.9	    0.0867
    3823.2	    0.0867
    3823.5	    0.0867
    3823.8	    0.0867
    3824.1	    0.0867
    3824.4	    0.0867
    3824.7	    0.0867
    3825.0	    0.0867
    3825.3	    0.0867
    3825.6	    0.0867
    3825.9	    0.0867
    3826.2	    0.0867
    3826.5	    0.0867
    3826.8	    0.0867
    3827.1	    0.0867
    3827.4	    0.0867
    3827.7	    0.0867
    3828.0	    0.0867
    3828.3	    0.0867
    3828.6	    0.0867
    3828.9	    0.0867
    3829.2	    0.0867
    3829.5	    0.0867
    3829.8	    0.0866
    3830.1	    0.0866
    3830.4	    0.0866
    3830.7	    0.0866
    3831.0	    0.0866
    3831.3	    0.0866
    3831.6	    0.0866
    3831.9	    0.0866
    3832.2	    0.0866
    3832.5	    0.0866
    3832.8	    0.0867
    3833.1	    0.0867
    3833.4	    0.0866
    3833.7	    0.0866
    3834.0	    0.0866
    3834.3	    0.0866
    3834.6	    0.0866
    3834.9	    0.0866
    3835.2	    0.0866
    3835.5	    0.0866
    3835.8	    0.0866
    3836.1	    0.0866
    3836.4	    0.0866
    3836.7	    0.0866
    3837.0	    0.0866
    3837.3	    0.0866
    3837.6	    0.0866
    3837.9	    0.0866
    3838.2	    0.0866
    3838.5	    0.0866
    3838.8	    0.0866
    3839.1	    0.0866
    3839.4	    0.0866
    3839.7	    0.0866
    3840.0	    0.0866
    3840.3	    0.0866
    3840.6	    0.0866
    3840.9	    0.0866
    3841.2	    0.0866
    3841.5	    0.0866
    3841.8	    0.0866
    3842.1	    0.0866
    3842.4	    0.0866
    3842.7	    0.0866
    3843.0	    0.0866
    3843.3	    0.0866
    3843.6	    0.0866
    3843.9	    0.0866
    3844.2	    0.0866
    3844.5	    0.0866
    3844.8	    0.0866
    3845.1	    0.0866
    3845.4	    0.0866
    3845.7	    0.0866
    3846.0	    0.0866
    3846.3	    0.0866
    3846.6	    0.0865
    3846.9	    0.0865
    3847.2	    0.0865
    3847.5	    0.0865
    3847.8	    0.0865
    3848.1	    0.0865
    3848.4	    0.0865
    3848.7	    0.0865
    3849.0	    0.0865
    3849.3	    0.0865
    3849.6	    0.0865
    3849.9	    0.0866
    3850.2	    0.0866
    3850.5	    0.0865
    3850.8	    0.0866
    3851.1	    0.0865
    3851.4	    0.0865
    3851.7	    0.0865
    3852.0	    0.0865
    3852.3	    0.0865
    3852.6	    0.0865
    3852.9	    0.0865
    3853.2	    0.0865
    3853.5	    0.0865
    3853.8	    0.0865
    3854.1	    0.0865
    3854.4	    0.0865
    3854.7	    0.0865
    3855.0	    0.0865
    3855.3	    0.0865
    3855.6	    0.0865
    3855.9	    0.0865
    3856.2	    0.0865
    3856.5	    0.0865
    3856.8	    0.0865
    3857.1	    0.0865
    3857.4	    0.0865
    3857.7	    0.0865
    3858.0	    0.0865
    3858.3	    0.0865
    3858.6	    0.0865
    3858.9	    0.0865
    3859.2	    0.0865
    3859.5	    0.0865
    3859.8	    0.0864
    3860.1	    0.0865
    3860.4	    0.0865
    3860.7	    0.0865
    3861.0	    0.0865
    3861.3	    0.0865
    3861.6	    0.0865
    3861.9	    0.0865
    3862.2	    0.0865
    3862.5	    0.0865
    3862.8	    0.0865
    3863.1	    0.0865
    3863.4	    0.0865
    3863.7	    0.0865
    3864.0	    0.0865
    3864.3	    0.0864
    3864.6	    0.0864
    3864.9	    0.0864
    3865.2	    0.0864
    3865.5	    0.0864
    3865.8	    0.0864
    3866.1	    0.0864
    3866.4	    0.0864
    3866.7	    0.0864
    3867.0	    0.0864
    3867.3	    0.0864
    3867.6	    0.0864
    3867.9	    0.0864
    3868.2	    0.0864
    3868.5	    0.0864
    3868.8	    0.0864
    3869.1	    0.0864
    3869.4	    0.0864
    3869.7	    0.0864
    3870.0	    0.0864
    3870.3	    0.0864
    3870.6	    0.0864
    3870.9	    0.0864
    3871.2	    0.0864
    3871.5	    0.0864
    3871.8	    0.0864
    3872.1	    0.0864
    3872.4	    0.0864
    3872.7	    0.0864
    3873.0	    0.0864
    3873.3	    0.0864
    3873.6	    0.0864
    3873.9	    0.0864
    3874.2	    0.0864
    3874.5	    0.0864
    3874.8	    0.0864
    3875.1	    0.0864
    3875.4	    0.0864
    3875.7	    0.0864
    3876.0	    0.0864
    3876.3	    0.0864
    3876.6	    0.0864
    3876.9	    0.0864
    3877.2	    0.0864
    3877.5	    0.0864
    3877.8	    0.0864
    3878.1	    0.0864
    3878.4	    0.0900
    3878.7	    0.1057
    3879.0	    0.1173
    3879.3	    0.1254
    3879.6	    0.1313
    3879.9	    0.1344
    3880.2	    0.1363
    3880.5	    0.1370
    3880.8	    0.1370
    3881.1	    0.1364
    3881.4	    0.1355
    3881.7	    0.1344
    3882.0	    0.1330
    3882.3	    0.1317
    3882.6	    0.1301
    3882.9	    0.1288
    3883.2	    0.1274
    3883.5	    0.1259
    3883.8	    0.1247
    3884.1	    0.1234
    3884.4	    0.1220
    3884.7	    0.1208
    3885.0	    0.1195
    3885.3	    0.1184
    3885.6	    0.1174
    3885.9	    0.1163
    3886.2	    0.1154
    3886.5	    0.1145
    3886.8	    0.1136
    3887.1	    0.1128
    3887.4	    0.1119
    3887.7	    0.1113
    3888.0	    0.1106
    3888.3	    0.1099
    3888.6	    0.1093
    3888.9	    0.1088
    3889.2	    0.1081
    3889.5	    0.1076
    3889.8	    0.1071
    3890.1	    0.1066
    3890.4	    0.1061
    3890.7	    0.1056
    3891.0	    0.1052
    3891.3	    0.1048
    3891.6	    0.1043
    3891.9	    0.1039
    3892.2	    0.1035
    3892.5	    0.1032
    3892.8	    0.1029
    3893.1	    0.1026
    3893.4	    0.1023
    3893.7	    0.1020
    3894.0	    0.1016
    3894.3	    0.1013
    3894.6	    0.1010
    3894.9	    0.1008
    3895.2	    0.1005
    3895.5	    0.1002
    3895.8	    0.1000
    3896.1	    0.0997
    3896.4	    0.0995
    3896.7	    0.0992
    3897.0	    0.0990
    3897.3	    0.0988
    3897.6	    0.0986
    3897.9	    0.0984
    3898.2	    0.0982
    3898.5	    0.0980
    3898.8	    0.0978
    3899.1	    0.0977
    3899.4	    0.0975
    3899.7	    0.0973
    3900.0	    0.0971
    3900.3	    0.0969
    3900.6	    0.0968
    3900.9	    0.0966
    3901.2	    0.0964
    3901.5	    0.0963
    3901.8	    0.0961
    3902.1	    0.0960
    3902.4	    0.0958
    3902.7	    0.0957
    3903.0	    0.0956
    3903.3	    0.0955
    3903.6	    0.0954
    3903.9	    0.0952
    3904.2	    0.0951
    3904.5	    0.0950
    3904.8	    0.0949
    3905.1	    0.0947
    3905.4	    0.0946
    3905.7	    0.0945
    3906.0	    0.0944
    3906.3	    0.0943
    3906.6	    0.0942
    3906.9	    0.0941
    3907.2	    0.0940
    3907.5	    0.0939
    3907.8	    0.0938
    3908.1	    0.0937
    3908.4	    0.0936
    3908.7	    0.0935
    3909.0	    0.0934
    3909.3	    0.0934
    3909.6	    0.0933
    3909.9	    0.0932
    3910.2	    0.0931
    3910.5	    0.0930
    3910.8	    0.0929
    3911.1	    0.0928
    3911.4	    0.0928
    3911.7	    0.0927
    3912.0	    0.0927
    3912.3	    0.0926
    3912.6	    0.0925
    3912.9	    0.0925
    3913.2	    0.0924
    3913.5	    0.0923
    3913.8	    0.0922
    3914.1	    0.0922
    3914.4	    0.0921
    3914.7	    0.0920
    3915.0	    0.0920
    3915.3	    0.0919
    3915.6	    0.0918
    3915.9	    0.0918
    3916.2	    0.0917
    3916.5	    0.0917
    3916.8	    0.0916
    3917.1	    0.0916
    3917.4	    0.0915
    3917.7	    0.0915
    3918.0	    0.0914
    3918.3	    0.0914
    3918.6	    0.0913
    3918.9	    0.0913
    3919.2	    0.0912
    3919.5	    0.0912
    3919.8	    0.0911
    3920.1	    0.0910
    3920.4	    0.0910
    3920.7	    0.0910
    3921.0	    0.0909
    3921.3	    0.0909
    3921.6	    0.0908
    3921.9	    0.0908
    3922.2	    0.0908
    3922.5	    0.0907
    3922.8	    0.0907
    3923.1	    0.0907
    3923.4	    0.0906
    3923.7	    0.0906
    3924.0	    0.0905
    3924.3	    0.0905
    3924.6	    0.0904
    3924.9	    0.0904
    3925.2	    0.0904
    3925.5	    0.0903
    3925.8	    0.0903
    3926.1	    0.0902
    3926.4	    0.0902
    3926.7	    0.0902
    3927.0	    0.0902
    3927.3	    0.0901
    3927.6	    0.0901
    3927.9	    0.0901
    3928.2	    0.0901
    3928.5	    0.0901
    3928.8	    0.0900
    3929.1	    0.0900
    3929.4	    0.0899
    3929.7	    0.0899
    3930.0	    0.0899
    3930.3	    0.0898
    3930.6	    0.0898
    3930.9	    0.0898
    3931.2	    0.0898
    3931.5	    0.0898
    3931.8	    0.0897
    3932.1	    0.0897
    3932.4	    0.0897
    3932.7	    0.0896
    3933.0	    0.0896
    3933.3	    0.0896
    3933.6	    0.0896
    3933.9	    0.0895
    3934.2	    0.0895
    3934.5	    0.0894
    3934.8	    0.0894
    3935.1	    0.0894
    3935.4	    0.0894
    3935.7	    0.0894
    3936.0	    0.0894
    3936.3	    0.0894
    3936.6	    0.0893
    3936.9	    0.0893
    3937.2	    0.0893
    3937.5	    0.0893
    3937.8	    0.0892
    3938.1	    0.0892
    3938.4	    0.0892
    3938.7	    0.0892
    3939.0	    0.0891
    3939.3	    0.0891
    3939.6	    0.0891
    3939.9	    0.0891
    3940.2	    0.0890
    3940.5	    0.0890
    3940.8	    0.0890
    3941.1	    0.0890
    3941.4	    0.0890
    3941.7	    0.0890
    3942.0	    0.0890
    3942.3	    0.0889
    3942.6	    0.0889
    3942.9	    0.0889
    3943.2	    0.0889
    3943.5	    0.0889
    3943.8	    0.0888
    3944.1	    0.0888
    3944.4	    0.0888
    3944.7	    0.0888
    3945.0	    0.0888
    3945.3	    0.0887
    3945.6	    0.0887
    3945.9	    0.0887
    3946.2	    0.0887
    3946.5	    0.0887
    3946.8	    0.0887
    3947.1	    0.0887
    3947.4	    0.0886
    3947.7	    0.0886
    3948.0	    0.0886
    3948.3	    0.0886
    3948.6	    0.0886
    3948.9	    0.0885
    3949.2	    0.0886
    3949.5	    0.0885
    3949.8	    0.0885
    3950.1	    0.0885
    3950.4	    0.0885
    3950.7	    0.0885
    3951.0	    0.0885
    3951.3	    0.0885
    3951.6	    0.0884
    3951.9	    0.0884
    3952.2	    0.0884
    3952.5	    0.0884
    3952.8	    0.0884
    3953.1	    0.0883
    3953.4	    0.0883
    3953.7	    0.0883
    3954.0	    0.0883
    3954.3	    0.0883
    3954.6	    0.0883
    3954.9	    0.0883
    3955.2	    0.0883
    3955.5	    0.0883
    3955.8	    0.0883
    3956.1	    0.0883
    3956.4	    0.0883
    3956.7	    0.0882
    3957.0	    0.0882
    3957.3	    0.0882
    3957.6	    0.0882
    3957.9	    0.0882
    3958.2	    0.0882
    3958.5	    0.0881
    3958.8	    0.0881
    3959.1	    0.0881
    3959.4	    0.0881
    3959.7	    0.0881
    3960.0	    0.0881
    3960.3	    0.0881
    3960.6	    0.0881
    3960.9	    0.0881
    3961.2	    0.0881
    3961.5	    0.0881
    3961.8	    0.0881
    3962.1	    0.0881
    3962.4	    0.0880
    3962.7	    0.0880
    3963.0	    0.0880
    3963.3	    0.0880
    3963.6	    0.0880
    3963.9	    0.0880
    3964.2	    0.0879
    3964.5	    0.0879
    3964.8	    0.0879
    3965.1	    0.0879
    3965.4	    0.0879
    3965.7	    0.0879
    3966.0	    0.0879
    3966.3	    0.0879
    3966.6	    0.0878
    3966.9	    0.0878
    3967.2	    0.0878
    3967.5	    0.0878
    3967.8	    0.0878
    3968.1	    0.0878
    3968.4	    0.0878
    3968.7	    0.0878
    3969.0	    0.0878
    3969.3	    0.0878
    3969.6	    0.0878
    3969.9	    0.0878
    3970.2	    0.0878
    3970.5	    0.0878
    3970.8	    0.0877
    3971.1	    0.0877
    3971.4	    0.0877
    3971.7	    0.0877
    3972.0	    0.0877
    3972.3	    0.0877
    3972.6	    0.0877
    3972.9	    0.0877
    3973.2	    0.0877
    3973.5	    0.0877
    3973.8	    0.0877
    3974.1	    0.0877
    3974.4	    0.0877
    3974.7	    0.0876
    3975.0	    0.0876
    3975.3	    0.0876
    3975.6	    0.0876
    3975.9	    0.0876
    3976.2	    0.0876
    3976.5	    0.0876
    3976.8	    0.0876
    3977.1	    0.0876
    3977.4	    0.0876
    3977.7	    0.0876
    3978.0	    0.0876
    3978.3	    0.0876
    3978.6	    0.0876
    3978.9	    0.0875
    3979.2	    0.0875
    3979.5	    0.0875
    3979.8	    0.0875
    3980.1	    0.0875
    3980.4	    0.0875
    3980.7	    0.0875
    3981.0	    0.0874
    3981.3	    0.0874
    3981.6	    0.0874
    3981.9	    0.0875
    3982.2	    0.0874
    3982.5	    0.0874
    3982.8	    0.0874
    3983.1	    0.0874
    3983.4	    0.0874
    3983.7	    0.0874
    3984.0	    0.0874
    3984.3	    0.0874
    3984.6	    0.0874
    3984.9	    0.0874
    3985.2	    0.0874
    3985.5	    0.0873
    3985.8	    0.0874
    3986.1	    0.0874
    3986.4	    0.0874
    3986.7	    0.0874
    3987.0	    0.0874
    3987.3	    0.0873
    3987.6	    0.0873
    3987.9	    0.0873
    3988.2	    0.0873
    3988.5	    0.0873
    3988.8	    0.0873
    3989.1	    0.0873
    3989.4	    0.0873
    3989.7	    0.0873
    3990.0	    0.0873
    3990.3	    0.0872
