# Time (s)	Gamma
    3990.6	    0.0872
    3990.9	    0.0872
    3991.2	    0.0872
    3991.5	    0.0873
    3991.8	    0.0873
    3992.1	    0.0873
    3992.4	    0.0873
    3992.7	    0.0872
    3993.0	    0.0872
    3993.3	    0.0872
    3993.6	    0.0872
    3993.9	    0.0872
    3994.2	    0.0872
    3994.5	    0.0872
    3994.8	    0.0872
    3995.1	    0.0872
    3995.4	    0.0872
    3995.7	    0.0872
    3996.0	    0.0872
    3996.3	    0.0872
    3996.6	    0.0872
    3996.9	    0.0872
    3997.2	    0.0871
    3997.5	    0.0871
    3997.8	    0.0871
    3998.1	    0.0871
    3998.4	    0.0871
    3998.7	    0.0871
    3999.0	    0.0871
    3999.3	    0.0871
    3999.6	    0.0871
    3999.9	    0.0871
    4000.2	    0.0871
    4000.5	    0.0871
    4000.8	    0.0871
    4001.1	    0.0871
    4001.4	    0.0871
    4001.7	    0.0870
    4002.0	    0.0870
    4002.3	    0.0870
    4002.6	    0.0870
    4002.9	    0.0870
    4003.2	    0.0870
    4003.5	    0.0870
    4003.8	    0.0870
    4004.1	    0.0870
    4004.4	    0.0870
    4004.7	    0.0870
    4005.0	    0.0870
    4005.3	    0.0870
    4005.6	    0.0870
    4005.9	    0.0870
    4006.2	    0.0870
    4006.5	    0.0870
    4006.8	    0.0870
    4007.1	    0.0869
    4007.4	    0.0869
    4007.7	    0.0870
    4008.0	    0.0870
    4008.3	    0.0870
    4008.6	    0.0870
    4008.9	    0.0870
    4009.2	    0.0869
    4009.5	    0.0869
    4009.8	    0.0869
    4010.1	    0.0869
    4010.4	    0.0869
    4010.7	    0.0869
    4011.0	    0.0869
    4011.3	    0.0869
    4011.6	    0.0869
    4011.9	    0.0869
    4012.2	    0.0869
    4012.5	    0.0869
    4012.8	    0.0869
    4013.1	    0.0869
    4013.4	    0.0869
    4013.7	    0.0869
    4014.0	    0.0869
    4014.3	    0.0868
    4014.6	    0.0869
    4014.9	    0.0869
    4015.2	    0.0869
    4015.5	    0.0869
    4015.8	    0.0869
    4016.1	    0.0869
    4016.4	    0.0868
    4016.7	    0.0868
    4017.0	    0.0868
    4017.3	    0.0868
    4017.6	    0.0868
    4017.9	    0.0868
    4018.2	    0.0868
    4018.5	    0.0868
    4018.8	    0.0868
    4019.1	    0.0868
    4019.4	    0.0868
    4019.7	    0.0868
    4020.0	    0.0868
    4020.3	    0.0868
    4020.6	    0.0868
    4020.9	    0.0868
    4021.2	    0.0868
    4021.5	    0.0868
    4021.8	    0.0868
    4022.1	    0.0868
    4022.4	    0.0867
    4022.7	    0.0867
    4023.0	    0.0867
    4023.3	    0.0867
    4023.6	    0.0867
    4023.9	    0.0867
    4024.2	    0.0867
    4024.5	    0.0867
    4024.8	    0.0867
    4025.1	    0.0867
    4025.4	    0.0867
    4025.7	    0.0867
    4026.0	    0.0867
    4026.3	    0.0867
    4026.6	    0.0867
    4026.9	    0.0867
    4027.2	    0.0867
    4027.5	    0.0867
    4027.8	    0.0866
    4028.1	    0.0866
    4028.4	    0.0866
    4028.7	    0.0866
    4029.0	    0.0867
    4029.3	    0.0867
    4029.6	    0.0867
    4029.9	    0.0867
    4030.2	    0.0867
    4030.5	    0.0867
    4030.8	    0.0866
    4031.1	    0.0866
    4031.4	    0.0866
    4031.7	    0.0866
    4032.0	    0.0866
    4032.3	    0.0866
    4032.6	    0.0866
    4032.9	    0.0866
    4033.2	    0.0866
    4033.5	    0.0866
    4033.8	    0.0866
    4034.1	    0.0866
    4034.4	    0.0866
    4034.7	    0.0866
    4035.0	    0.0866
    4035.3	    0.0866
    4035.6	    0.0866
    4035.9	    0.0866
    4036.2	    0.0866
    4036.5	    0.0866
    4036.8	    0.0865
    4037.1	    0.0865
    4037.4	    0.0865
    4037.7	    0.0865
    4038.0	    0.0865
    4038.3	    0.0865
    4038.6	    0.0865
    4038.9	    0.0865
    4039.2	    0.0865
    4039.5	    0.0865
    4039.8	    0.0865
    4040.1	    0.0866
    4040.4	    0.0865
    4040.7	    0.0866
    4041.0	    0.0865
    4041.3	    0.0865
    4041.6	    0.0865
    4041.9	    0.0865
    4042.2	    0.0865
    4042.5	    0.0865
    4042.8	    0.0865
    4043.1	    0.0865
    4043.4	    0.0865
    4043.7	    0.0865
    4044.0	    0.0865
    4044.3	    0.0865
    4044.6	    0.0865
    4044.9	    0.0865
    4045.2	    0.0865
    4045.5	    0.0865
    4045.8	    0.0865
    4046.1	    0.0865
    4046.4	    0.0865
    4046.7	    0.0865
    4047.0	    0.0865
    4047.3	    0.0865
    4047.6	    0.0865
    4047.9	    0.0865
    4048.2	    0.0864
    4048.5	    0.0864
    4048.8	    0.0864
    4049.1	    0.0864
    4049.4	    0.0864
    4049.7	    0.0864
    4050.0	    0.0864
    4050.3	    0.0864
    4050.6	    0.0864
    4050.9	    0.0864
    4051.2	    0.0864
    4051.5	    0.0864
    4051.8	    0.0864
    4052.1	    0.0864
    4052.4	    0.0864
    4052.7	    0.0864
    4053.0	    0.0864
    4053.3	    0.0864
    4053.6	    0.0864
    4053.9	    0.0864
    4054.2	    0.0864
    4054.5	    0.0863
    4054.8	    0.0864
    4055.1	    0.0864
    4055.4	    0.0863
    4055.7	    0.0863
    4056.0	    0.0864
    4056.3	    0.0864
    4056.6	    0.0864
    4056.9	    0.0864
    4057.2	    0.0864
    4057.5	    0.0864
    4057.8	    0.0864
    4058.1	    0.0864
    4058.4	    0.0863
    4058.7	    0.0863
    4059.0	    0.0863
    4059.3	    0.0863
    4059.6	    0.0863
    4059.9	    0.0863
    4060.2	    0.0863
    4060.5	    0.0863
    4060.8	    0.0863
    4061.1	    0.0863
    4061.4	    0.0863
    4061.7	    0.0863
    4062.0	    0.0863
    4062.3	    0.0863
    4062.6	    0.0863
    4062.9	    0.0863
    4063.2	    0.0863
    4063.5	    0.0863
    4063.8	    0.0863
    4064.1	    0.0863
    4064.4	    0.0863
    4064.7	    0.0863
    4065.0	    0.0863
    4065.3	    0.0863
    4065.6	    0.0863
    4065.9	    0.0863
    4066.2	    0.0863
    4066.5	    0.0862
    4066.8	    0.0862
    4067.1	    0.0862
    4067.4	    0.0862
    4067.7	    0.0862
    4068.0	    0.0862
    4068.3	    0.0862
    4068.6	    0.0862
    4068.9	    0.0862
    4069.2	    0.0862
    4069.5	    0.0863
    4069.8	    0.0863
    4070.1	    0.0863
    4070.4	    0.0862
    4070.7	    0.0862
    4071.0	    0.0862
    4071.3	    0.0862
    4071.6	    0.0862
    4071.9	    0.0862
    4072.2	    0.0862
    4072.5	    0.0862
    4072.8	    0.0862
    4073.1	    0.0862
    4073.4	    0.0862
    4073.7	    0.0862
    4074.0	    0.0862
    4074.3	    0.0862
    4074.6	    0.0862
    4074.9	    0.0862
    4075.2	    0.0862
    4075.5	    0.0862
    4075.8	    0.0862
    4076.1	    0.0862
    4076.4	    0.0862
    4076.7	    0.0862
    4077.0	    0.0862
    4077.3	    0.0862
    4077.6	    0.0862
    4077.9	    0.0862
    4078.2	    0.0862
    4078.5	    0.0862
    4078.8	    0.0862
    4079.1	    0.0862
    4079.4	    0.0862
    4079.7	    0.0862
    4080.0	    0.0862
    4080.3	    0.0861
    4080.6	    0.0861
    4080.9	    0.0861
    4081.2	    0.0861
    4081.5	    0.0861
    4081.8	    0.0861
    4082.1	    0.0861
    4082.4	    0.0861
    4082.7	    0.0861
    4083.0	    0.0861
    4083.3	    0.0861
    4083.6	    0.0861
    4083.9	    0.0861
    4084.2	    0.0861
    4084.5	    0.0861
    4084.8	    0.0861
    4085.1	    0.0861
    4085.4	    0.0861
    4085.7	    0.0861
    4086.0	    0.0861
    4086.3	    0.0861
    4086.6	    0.0861
    4086.9	    0.0861
    4087.2	    0.0861
    4087.5	    0.0861
    4087.8	    0.0861
    4088.1	    0.0861
    4088.4	    0.0861
    4088.7	    0.0861
    4089.0	    0.0861
    4089.3	    0.0861
    4089.6	    0.0860
    4089.9	    0.0860
    4090.2	    0.0860
    4090.5	    0.0860
    4090.8	    0.0860
    4091.1	    0.0860
    4091.4	    0.0860
    4091.7	    0.0860
    4092.0	    0.0861
    4092.3	    0.0861
    4092.6	    0.0861
    4092.9	    0.0861
    4093.2	    0.0861
    4093.5	    0.0860
    4093.8	    0.0860
    4094.1	    0.0860
    4094.4	    0.0860
    4094.7	    0.0860
    4095.0	    0.0860
    4095.3	    0.0860
    4095.6	    0.0860
    4095.9	    0.0860
    4096.2	    0.0860
    4096.5	    0.0860
    4096.8	    0.0860
    4097.1	    0.0860
    4097.4	    0.0860
    4097.7	    0.0860
    4098.0	    0.0860
    4098.3	    0.0860
    4098.6	    0.0860
    4098.9	    0.0860
    4099.2	    0.0860
    4099.5	    0.0860
    4099.8	    0.0860
    4100.1	    0.0860
    4100.4	    0.0860
    4100.7	    0.0860
    4101.0	    0.0860
    4101.3	    0.0860
    4101.6	    0.0860
    4101.9	    0.0860
    4102.2	    0.0860
    4102.5	    0.0860
    4102.8	    0.0860
    4103.1	    0.0860
    4103.4	    0.0860
    4103.7	    0.0860
    4104.0	    0.0860
    4104.3	    0.0860
    4104.6	    0.0860
    4104.9	    0.0860
    4105.2	    0.0860
    4105.5	    0.0859
    4105.8	    0.0859
    4106.1	    0.0859
    4106.4	    0.0859
    4106.7	    0.0859
    4107.0	    0.0859
    4107.3	    0.0859
    4107.6	    0.0859
    4107.9	    0.0859
    4108.2	    0.0859
    4108.5	    0.0859
    4108.8	    0.0859
    4109.1	    0.0859
    4109.4	    0.0860
    4109.7	    0.0860
    4110.0	    0.0860
    4110.3	    0.0859
    4110.6	    0.0859
    4110.9	    0.0859
    4111.2	    0.0859
    4111.5	    0.0859
    4111.8	    0.0859
    4112.1	    0.0859
    4112.4	    0.0859
    4112.7	    0.0859
    4113.0	    0.0859
    4113.3	    0.0859
    4113.6	    0.0859
    4113.9	    0.0859
    4114.2	    0.0859
    4114.5	    0.0859
    4114.8	    0.0859
    4115.1	    0.0859
    4115.4	    0.0859
    4115.7	    0.0859
    4116.0	    0.0859
    4116.3	    0.0859
    4116.6	    0.0859
    4116.9	    0.0859
    4117.2	    0.0859
    4117.5	    0.0859
    4117.8	    0.0859
    4118.1	    0.0859
    4118.4	    0.0859
    4118.7	    0.0859
    4119.0	    0.0859
    4119.3	    0.0859
    4119.6	    0.0859
    4119.9	    0.0859
    4120.2	    0.0859
    4120.5	    0.0859
    4120.8	    0.0859
    4121.1	    0.0859
    4121.4	    0.0859
    4121.7	    0.0859
    4122.0	    0.0858
    4122.3	    0.0858
    4122.6	    0.0858
    4122.9	    0.0858
    4123.2	    0.0858
    4123.5	    0.0859
    4123.8	    0.0859
    4124.1	    0.0858
    4124.4	    0.0859
    4124.7	    0.0858
    4125.0	    0.0858
    4125.3	    0.0858
    4125.6	    0.0858
    4125.9	    0.0858
    4126.2	    0.0858
    4126.5	    0.0858
    4126.8	    0.0858
    4127.1	    0.0858
    4127.4	    0.0858
    4127.7	    0.0858
    4128.0	    0.0858
    4128.3	    0.0858
    4128.6	    0.0858
    4128.9	    0.0858
    4129.2	    0.0858
    4129.5	    0.0858
    4129.8	    0.0858
    4130.1	    0.0858
    4130.4	    0.0858
    4130.7	    0.0858
    4131.0	    0.0858
    4131.3	    0.0858
    4131.6	    0.0858
    4131.9	    0.0858
    4132.2	    0.0858
    4132.5	    0.0858
    4132.8	    0.0858
    4133.1	    0.0858
    4133.4	    0.0858
    4133.7	    0.0858
    4134.0	    0.0858
    4134.3	    0.0858
    4134.6	    0.0858
    4134.9	    0.0858
    4135.2	    0.0858
    4135.5	    0.0858
    4135.8	    0.0858
    4136.1	    0.0858
    4136.4	    0.0858
    4136.7	    0.0858
    4137.0	    0.0858
    4137.3	    0.0858
    4137.6	    0.0858
    4137.9	    0.0858
    4138.2	    0.0858
    4138.5	    0.0858
    4138.8	    0.0858
    4139.1	    0.0858
    4139.4	    0.0858
    4139.7	    0.0857
    4140.0	    0.0857
    4140.3	    0.0857
    4140.6	    0.0857
    4140.9	    0.0857
    4141.2	    0.0857
    4141.5	    0.0858
    4141.8	    0.0858
    4142.1	    0.0858
    4142.4	    0.0857
    4142.7	    0.0858
    4143.0	    0.0857
    4143.3	    0.0857
    4143.6	    0.0857
    4143.9	    0.0857
    4144.2	    0.0857
    4144.5	    0.0857
    4144.8	    0.0857
    4145.1	    0.0857
    4145.4	    0.0857
    4145.7	    0.0857
    4146.0	    0.0857
    4146.3	    0.0857
    4146.6	    0.0857
    4146.9	    0.0857
    4147.2	    0.0857
    4147.5	    0.0857
    4147.8	    0.0857
    4148.1	    0.0857
    4148.4	    0.0857
    4148.7	    0.0857
    4149.0	    0.0857
    4149.3	    0.0857
    4149.6	    0.0857
    4149.9	    0.0857
    4150.2	    0.0857
    4150.5	    0.0857
    4150.8	    0.0857
    4151.1	    0.0857
    4151.4	    0.0857
    4151.7	    0.0857
    4152.0	    0.0857
    4152.3	    0.0857
    4152.6	    0.0857
    4152.9	    0.0857
    4153.2	    0.0857
    4153.5	    0.0857
    4153.8	    0.0857
    4154.1	    0.0857
    4154.4	    0.0857
    4154.7	    0.0857
    4155.0	    0.0857
    4155.3	    0.0857
    4155.6	    0.0857
    4155.9	    0.0857
    4156.2	    0.0857
    4156.5	    0.0857
    4156.8	    0.0857
    4157.1	    0.0857
    4157.4	    0.0856
    4157.7	    0.0856
    4158.0	    0.0856
    4158.3	    0.0856
    4158.6	    0.0856
    4158.9	    0.0856
    4159.2	    0.0856
    4159.5	    0.0856
    4159.8	    0.0856
    4160.1	    0.0856
    4160.4	    0.0856
    4160.7	    0.0856
    4161.0	    0.0856
    4161.3	    0.0856
    4161.6	    0.0856
    4161.9	    0.0856
    4162.2	    0.0856
    4162.5	    0.0857
    4162.8	    0.0857
    4163.1	    0.0857
    4163.4	    0.0857
    4163.7	    0.0857
    4164.0	    0.0856
    4164.3	    0.0856
    4164.6	    0.0856
    4164.9	    0.0856
    4165.2	    0.0856
    4165.5	    0.0856
    4165.8	    0.0856
    4166.1	    0.0856
    4166.4	    0.0856
    4166.7	    0.0856
    4167.0	    0.0856
    4167.3	    0.0856
    4167.6	    0.0856
    4167.9	    0.0856
    4168.2	    0.0856
    4168.5	    0.0856
    4168.8	    0.0856
    4169.1	    0.0856
    4169.4	    0.0856
    4169.7	    0.0856
    4170.0	    0.0856
    4170.3	    0.0856
    4170.6	    0.0856
    4170.9	    0.0856
    4171.2	    0.0856
    4171.5	    0.0856
    4171.8	    0.0856
    4172.1	    0.0856
    4172.4	    0.0856
    4172.7	    0.0856
    4173.0	    0.0856
    4173.3	    0.0856
    4173.6	    0.0856
    4173.9	    0.0856
    4174.2	    0.0856
    4174.5	    0.0856
    4174.8	    0.0856
    4175.1	    0.0856
    4175.4	    0.0856
    4175.7	    0.0856
    4176.0	    0.0856
    4176.3	    0.0856
    4176.6	    0.0856
    4176.9	    0.0856
    4177.2	    0.0856
    4177.5	    0.0856
    4177.8	    0.0856
    4178.1	    0.0856
    4178.4	    0.0856
    4178.7	    0.0875
    4179.0	    0.1002
    4179.3	    0.1136
    4179.6	    0.1239
    4179.9	    0.1299
    4180.2	    0.1341
    4180.5	    0.1362
    4180.8	    0.1371
    4181.1	    0.1373
    4181.4	    0.1369
    4181.7	    0.1361
    4182.0	    0.1349
    4182.3	    0.1337
    4182.6	    0.1322
    4182.9	    0.1308
    4183.2	    0.1294
    4183.5	    0.1278
    4183.8	    0.1265
    4184.1	    0.1251
    4184.4	    0.1236
    4184.7	    0.1223
    4185.0	    0.1209
    4185.3	    0.1198
    4185.6	    0.1186
    4185.9	    0.1174
    4186.2	    0.1164
    4186.5	    0.1155
    4186.8	    0.1145
    4187.1	    0.1136
    4187.4	    0.1127
    4187.7	    0.1120
    4188.0	    0.1113
    4188.3	    0.1106
    4188.6	    0.1099
    4188.9	    0.1094
    4189.2	    0.1087
    4189.5	    0.1082
    4189.8	    0.1076
    4190.1	    0.1072
    4190.4	    0.1067
    4190.7	    0.1062
    4191.0	    0.1058
    4191.3	    0.1054
    4191.6	    0.1049
    4191.9	    0.1046
    4192.2	    0.1042
    4192.5	    0.1038
    4192.8	    0.1035
    4193.1	    0.1031
    4193.4	    0.1028
    4193.7	    0.1024
    4194.0	    0.1021
    4194.3	    0.1018
    4194.6	    0.1015
    4194.9	    0.1012
    4195.2	    0.1010
    4195.5	    0.1007
    4195.8	    0.1005
    4196.1	    0.1003
    4196.4	    0.1000
    4196.7	    0.0998
    4197.0	    0.0996
    4197.3	    0.0994
    4197.6	    0.0992
    4197.9	    0.0990
    4198.2	    0.0988
    4198.5	    0.0986
    4198.8	    0.0984
    4199.1	    0.0982
    4199.4	    0.0980
    4199.7	    0.0979
    4200.0	    0.0977
    4200.3	    0.0975
    4200.6	    0.0974
    4200.9	    0.0972
    4201.2	    0.0971
    4201.5	    0.0969
    4201.8	    0.0967
    4202.1	    0.0966
    4202.4	    0.0964
    4202.7	    0.0963
    4203.0	    0.0961
    4203.3	    0.0960
    4203.6	    0.0959
    4203.9	    0.0957
    4204.2	    0.0956
    4204.5	    0.0955
    4204.8	    0.0954
    4205.1	    0.0953
    4205.4	    0.0952
    4205.7	    0.0951
    4206.0	    0.0950
    4206.3	    0.0949
    4206.6	    0.0948
    4206.9	    0.0947
    4207.2	    0.0946
    4207.5	    0.0945
    4207.8	    0.0944
    4208.1	    0.0943
    4208.4	    0.0942
    4208.7	    0.0941
    4209.0	    0.0940
    4209.3	    0.0939
    4209.6	    0.0938
    4209.9	    0.0938
    4210.2	    0.0937
    4210.5	    0.0936
    4210.8	    0.0935
    4211.1	    0.0935
    4211.4	    0.0934
    4211.7	    0.0933
    4212.0	    0.0932
    4212.3	    0.0931
    4212.6	    0.0931
    4212.9	    0.0930
    4213.2	    0.0930
    4213.5	    0.0929
    4213.8	    0.0928
    4214.1	    0.0928
    4214.4	    0.0928
    4214.7	    0.0926
    4215.0	    0.0926
    4215.3	    0.0926
    4215.6	    0.0925
    4215.9	    0.0924
    4216.2	    0.0924
    4216.5	    0.0923
    4216.8	    0.0923
    4217.1	    0.0922
    4217.4	    0.0922
    4217.7	    0.0921
    4218.0	    0.0921
    4218.3	    0.0921
    4218.6	    0.0920
    4218.9	    0.0919
    4219.2	    0.0919
    4219.5	    0.0919
    4219.8	    0.0918
    4220.1	    0.0918
    4220.4	    0.0917
    4220.7	    0.0917
    4221.0	    0.0916
    4221.3	    0.0916
    4221.6	    0.0915
    4221.9	    0.0915
    4222.2	    0.0914
    4222.5	    0.0914
    4222.8	    0.0914
    4223.1	    0.0913
    4223.4	    0.0913
    4223.7	    0.0912
    4224.0	    0.0912
    4224.3	    0.0912
    4224.6	    0.0911
    4224.9	    0.0911
    4225.2	    0.0911
    4225.5	    0.0911
    4225.8	    0.0910
    4226.1	    0.0910
    4226.4	    0.0910
    4226.7	    0.0909
    4227.0	    0.0909
    4227.3	    0.0909
    4227.6	    0.0908
    4227.9	    0.0908
    4228.2	    0.0908
    4228.5	    0.0907
    4228.8	    0.0907
    4229.1	    0.0907
    4229.4	    0.0907
    4229.7	    0.0906
    4230.0	    0.0906
    4230.3	    0.0906
    4230.6	    0.0905
    4230.9	    0.0905
    4231.2	    0.0904
    4231.5	    0.0904
    4231.8	    0.0904
    4232.1	    0.0904
    4232.4	    0.0903
    4232.7	    0.0903
    4233.0	    0.0903
    4233.3	    0.0903
    4233.6	    0.0903
    4233.9	    0.0902
    4234.2	    0.0902
    4234.5	    0.0902
    4234.8	    0.0902
    4235.1	    0.0901
    4235.4	    0.0901
    4235.7	    0.0901
    4236.0	    0.0901
    4236.3	    0.0901
    4236.6	    0.0901
    4236.9	    0.0900
    4237.2	    0.0900
    4237.5	    0.0900
    4237.8	    0.0900
    4238.1	    0.0899
    4238.4	    0.0899
    4238.7	    0.0899
    4239.0	    0.0899
    4239.3	    0.0899
    4239.6	    0.0899
    4239.9	    0.0898
    4240.2	    0.0898
    4240.5	    0.0898
    4240.8	    0.0897
    4241.1	    0.0897
    4241.4	    0.0897
    4241.7	    0.0897
    4242.0	    0.0897
    4242.3	    0.0896
    4242.6	    0.0896
    4242.9	    0.0896
    4243.2	    0.0896
    4243.5	    0.0896
    4243.8	    0.0896
    4244.1	    0.0896
    4244.4	    0.0896
    4244.7	    0.0896
    4245.0	    0.0895
    4245.3	    0.0895
    4245.6	    0.0895
    4245.9	    0.0895
    4246.2	    0.0894
    4246.5	    0.0894
    4246.8	    0.0894
    4247.1	    0.0894
    4247.4	    0.0894
    4247.7	    0.0893
    4248.0	    0.0893
    4248.3	    0.0893
    4248.6	    0.0893
    4248.9	    0.0893
    4249.2	    0.0893
    4249.5	    0.0893
    4249.8	    0.0893
    4250.1	    0.0893
    4250.4	    0.0892
    4250.7	    0.0892
    4251.0	    0.0892
    4251.3	    0.0892
    4251.6	    0.0892
    4251.9	    0.0892
    4252.2	    0.0892
    4252.5	    0.0892
    4252.8	    0.0891
    4253.1	    0.0891
    4253.4	    0.0891
    4253.7	    0.0891
    4254.0	    0.0891
    4254.3	    0.0891
    4254.6	    0.0891
